bank_id,display_name,bank_type,year,total_assets_tk_mn,loans_tk_mn,deposits_tk_mn,equity_tk_mn,nii_tk_mn,non_interest_income_tk_mn,npat_tk_mn,npl_amount_tk_mn,eps_bdt,roa_pct,roe_pct,npl_pct,provision_coverage_pct,loan_deposit_pct,car_pct,cost_income_pct
pubali_bank_plc,Pubali Bank PLC,CB,2019,478074.84,287034.67,359418.89,32271.71,8368.88,10041.0,2143.27,12560.6,2.08,0.44999999999999996,7.51,4.38,100.01,76.21,13.8,48.63
pubali_bank_plc,Pubali Bank PLC,CB,2020,565032.07,315578.9,429343.02,38808.04,2865.04,15458.99,3669.51,8622.01,3.57,0.65,9.46,2.73,106.19000000000001,70.71,14.729999999999999,54.269999999999996
pubali_bank_plc,Pubali Bank PLC,CB,2021,629481.34,376656.43,462400.22,39453.55,836.88,3616.72,3904.55,11480.11,3.8,0.65,9.82,3.05,100.11000000000001,77.58,14.23,53.080000000000005
pubali_bank_plc,Pubali Bank PLC,CB,2022,712755.71,461884.13,510836.52,42486.09,6572.6,4881.74,5321.77,12121.23,5.18,0.79,12.53,2.62,100.13000000000001,84.78999999999999,13.84,55.00000000000001
pubali_bank_plc,Pubali Bank PLC,CB,2023,814866.57,554495.5,606296.41,46844.04,10019.77,4897.96,6808.47,15862.02,5.89,0.89,15.260000000000002,2.86,100.31000000000002,86.85000000000001,13.87,49.75
pubali_bank_plc,Pubali Bank PLC,CB,2024,981203.16,629254.27,745231.77,52605.95,15081.43,6545.02,7624.52,27407.76,5.86,0.8500000000000001,14.57,4.36,100.15,77.32,13.77,46.050000000000004
pubali_bank_plc,Pubali Bank PLC,CB,2025,1180136.62,711406.26,895194.94,69611.97,9495.7,7126.15,10795.56,15643.59,8.3,1.0,15.509999999999998,2.1999999999999997,100.0,72.53,15.340000000000002,44.47
southeast_bank_plc,Southeast Bank PLC,CB,2015,260718.03,168878.46,210431.09,27206.66,3138.46,8465.93,3069.42,7193.82,3.35,1.23,11.86,4.25,32.300000000000004,80.25,11.52,30.769999999999996
southeast_bank_plc,Southeast Bank PLC,CB,2016,291798.01,191865.59,229973.43,26523.56,4207.21,3565.64,2435.07,9257.79,2.66,0.88,9.06,4.89,66.53,83.43,12.15,33.839999999999996
southeast_bank_plc,Southeast Bank PLC,CB,2017,339288.05,234316.72,269828.08,25823.65,4027.69,4334.7,1168.63,13878.53,1.11,0.37,4.46,5.99,72.55,82.12,10.84,34.96
southeast_bank_plc,Southeast Bank PLC,CB,2018,381575.68,267671.63,298334.79,28116.66,5199.94,4632.22,2473.21,15558.85,2.13,0.69,9.17,5.87,85.37,81.55,12.379999999999999,34.61
southeast_bank_plc,Southeast Bank PLC,CB,2019,422312.71,296752.96,329250.27,30499.46,4256.99,4844.75,2508.56,14375.29,2.11,0.62,8.559999999999999,4.87,130.6,81.63,11.52,37.580000000000005
southeast_bank_plc,Southeast Bank PLC,CB,2020,465293.41,322251.46,359535.94,29703.77,2481.41,11289.14,2149.1,9939.76,1.81,0.47000000000000003,7.140000000000001,3.1,240.11,80.25999999999999,14.35,39.98
southeast_bank_plc,Southeast Bank PLC,CB,2021,495841.96,336329.37,376700.77,29987.33,2921.56,11751.22,1784.3,16035.56,1.5,0.37,5.9799999999999995,4.81,163.54999999999998,78.7,13.86,40.9
southeast_bank_plc,Southeast Bank PLC,CB,2022,493092.84,347743.59,371143.44,30755.56,3144.32,14443.01,1752.38,22570.29,1.42,0.36,5.7700000000000005,6.54,127.66999999999999,84.86,12.75,40.699999999999996
southeast_bank_plc,Southeast Bank PLC,CB,2023,510864.24,354353.23,386402.44,32044.73,2661.03,14118.37,2133.83,33899.63,1.66,0.42,6.800000000000001,9.65,89.49000000000001,85.81,13.41,47.21
southeast_bank_plc,Southeast Bank PLC,CB,2024,545858.6,372907.25,411343.9,31543.57,4021.2,15142.09,432.64,54813.65,0.32,0.09,1.3599999999999999,14.82,59.68,85.49,11.64,38.83
southeast_bank_plc,Southeast Bank PLC,CB,2025,554424.56,377258.69,439234.9,34418.82,2115.55,17702.47,3350.33,28127.54,2.51,0.61,10.16,7.51,80.61,83.32000000000001,13.61,39.56
